00:02,22,49,6,398,24
00:08,7,39,5,614,24
00:13,55,23,4,398,24
00:18,57,7,5,841,24
00:23,43,38,4,743,6
00:27,38,27,14,880,8
00:42,52,15,11,500,24
00:54,52,25,6,109,4
01:00,20,9,5,702,24
01:06,23,42,13,438,24
01:19,61,50,6,256,8
01:26,38,22,4,434,24
01:30,64,37,22,275,8
01:54,54,12,5,725,24
01:59,10,6,3,892,24
02:02,47,23,4,162,6
02:06,15,35,4,830,24
02:11,69,21,6,184,24
02:17,61,11,4,176,24
02:21,17,31,9,579,8
02:31,18,13,5,59,24
02:36,27,43,8,95,24
02:45,11,15,6,803,24
02:51,29,11,6,135,24
02:58,61,41,4,734,24
03:02,17,13,6,501,8
03:08,47,24,4,788,6
03:12,56,10,5,614,8
03:18,2,32,4,525,24
03:22,55,33,4,420,24
03:26,43,44,4,712,8
03:31,41,10,4,34,24
03:35,51,27,5,594,24
03:40,63,12,6,271,24
03:47,48,29,4,167,8
03:51,48,2,4,14,24
03:55,61,3,4,248,24
03:59,68,20,6,50,24
04:06,12,19,46,797,8
04:55,21,15,16,570,24
05:12,54,33,5,631,8
05:17,11,5,4,370,24
05:22,2,35,20,669,24
05:43,46,36,6,327,24
05:49,66,31,4,414,24
05:54,54,14,10,368,8
06:04,65,45,5,271,24
06:10,41,11,5,290,8
06:15,57,43,4,767,24
06:19,2,5,6,837,24
06:26,50,27,6,739,8
06:32,29,22,6,627,24
06:38,29,22,4,153,24
06:43,51,18,6,185,24
06:49,60,49,4,619,24
06:53,48,26,4,83,6
06:58,36,25,37,168,6
07:37,55,46,6,245,24
07:43,36,31,16,531,4
08:00,40,4,6,69,24
08:07,38,22,8,40,8
08:15,25,34,6,406,24
08:22,66,6,2,790,8
08:24,18,19,5,7,24
08:29,12,42,5,688,24
08:35,6,12,5,707,24
08:40,53,25,4,504,4
08:44,28,1,4,846,24
08:48,22,32,13,465,8
09:02,57,23,6,552,8
09:09,51,35,47,839,8
09:59,55,43,5,779,24
10:04,16,41,4,664,24
10:08,12,5,4,376,24
10:13,24,36,29,616,24
10:44,22,22,5,41,24
10:49,26,4,5,98,8
10:54,13,1,4,368,24
10:59,38,49,4,887,24
11:03,47,9,14,541,24
11:18,29,15,6,122,8
11:24,44,49,59,506,24
12:27,21,2,5,221,24
12:32,60,14,4,795,8
12:37,56,24,5,625,8
12:42,2,26,18,186,24
13:01,43,39,12,234,24
13:14,23,23,4,488,24
13:18,59,49,6,188,24
13:25,38,38,6,128,24
13:31,1,36,4,155,24
13:35,58,31,6,536,24
13:42,44,37,5,727,24
13:47,3,34,6,481,24
13:54,10,5,4,508,8
13:58,8,12,6,563,24
14:04,8,46,4,333,24
14:08,26,24,6,368,24
14:15,12,18,4,751,8
14:19,50,2,18,87,24
14:38,31,29,25,2,8
15:05,15,26,10,153,24
15:16,17,24,4,733,8
15:20,70,38,6,64,24
15:26,7,49,6,804,24
15:33,16,34,49,883,24
16:25,52,34,5,659,24
16:30,13,9,9,578,8
16:40,36,33,4,778,24
16:44,37,40,4,517,24
16:48,17,28,4,219,24
16:53,4,31,6,617,8
16:59,23,20,6,148,24
17:06,1,31,5,857,24
17:11,46,11,5,368,24
17:16,47,46,4,341,24
17:20,6,32,28,206,8
17:50,33,29,6,590,24
17:57,6,37,5,853,24
18:02,34,33,15,442,24
18:18,6,14,5,244,24
18:23,53,15,5,858,24
18:29,16,31,4,259,24
18:33,53,36,11,526,24
18:45,58,18,5,476,24
18:50,68,41,4,329,24
18:54,18,21,2,421,24
18:56,35,22,1,7,8
18:58,60,27,6,747,24
19:04,28,40,4,63,24
19:08,21,46,15,295,24
19:24,44,27,4,394,24
19:28,18,26,4,601,24
19:33,65,13,5,324,24
19:38,37,46,24,856,24
20:04,53,5,6,167,24
20:10,53,3,22,853,24
20:34,34,44,6,352,24
20:40,43,7,6,492,24
20:46,2,13,4,797,24
20:51,44,33,5,692,24
20:56,4,22,14,454,24
21:11,27,49,4,671,24
21:15,20,32,4,48,24
21:19,40,28,5,42,24
21:25,18,16,5,476,24
21:30,55,2,5,306,24
21:35,28,34,6,813,24
21:42,36,16,22,432,24
22:05,23,11,6,417,24
22:12,18,20,17,503,24
22:30,59,9,4,801,24
22:34,56,26,4,322,24
22:38,15,27,13,484,24
22:52,26,40,6,345,24
22:59,36,25,18,798,24
23:18,67,16,4,407,24
23:22,24,44,16,549,24
23:39,18,7,5,186,24
23:44,46,33,3,483,24
