00:02,65,23,5,92,24
00:19,65,19,5,58,8
00:37,46,4,6,258,24
00:59,55,7,5,273,24
01:16,70,23,6,382,24
01:38,11,2,4,288,24
01:52,64,50,6,283,24
02:13,49,13,4,836,8
02:28,47,1,5,736,24
02:46,69,31,6,657,24
03:07,54,5,5,876,24
03:25,13,26,6,623,24
03:46,47,13,4,393,24
04:00,9,43,4,524,24
04:15,38,11,6,710,24
04:36,30,39,18,341,24
05:40,70,46,13,35,24
06:27,53,44,4,144,8
06:41,65,17,6,92,8
07:02,6,7,4,78,24
07:17,46,29,5,761,6
07:34,32,2,5,683,24
07:52,29,40,17,101,24
08:53,37,29,5,209,24
09:11,30,29,4,301,24
09:25,35,49,6,279,24
09:46,23,8,4,319,8
10:01,30,28,4,474,6
10:15,16,12,53,173,24
13:24,55,15,46,166,24
16:08,65,6,2,343,24
16:15,59,13,6,39,24
16:37,40,45,17,11,24
17:37,43,31,5,7,4
17:55,26,49,5,775,8
18:13,52,17,18,177,24
19:17,69,43,5,103,8
19:35,49,27,3,39,4
19:46,14,38,19,228,8
20:53,46,10,11,351,8
21:33,28,9,33,114,8
23:30,37,39,4,223,6
23:45,33,31,3,625,6
