00:02,38,16,4,763,8
00:07,58,34,56,456,8
01:22,68,7,6,59,24
01:30,51,11,6,894,24
01:38,32,15,26,132,24
02:12,34,22,6,220,24
02:20,20,46,5,139,8
02:27,35,39,10,16,24
02:40,68,12,6,77,8
02:48,2,43,4,623,24
02:54,2,6,44,12,24
03:52,27,6,4,244,24
03:58,59,34,6,868,24
04:06,2,48,6,850,24
04:14,55,48,4,825,24
04:19,59,42,14,706,24
04:38,21,21,12,224,24
04:54,23,1,19,599,24
05:19,69,22,21,205,24
05:47,39,26,4,824,24
05:52,42,26,4,671,24
05:58,56,25,22,244,24
06:27,43,29,6,794,8
06:35,18,5,5,757,24
06:42,3,3,4,873,24
06:47,17,36,21,580,24
07:15,18,11,5,697,24
07:22,30,10,6,295,24
07:30,68,38,17,216,24
07:52,25,11,6,47,24
08:00,56,33,4,506,24
08:06,19,25,12,90,24
08:22,18,21,4,624,24
08:27,55,35,19,668,24
08:52,39,25,6,678,24
09:00,63,32,4,690,24
09:06,30,23,11,107,8
09:20,36,43,12,331,8
09:36,35,31,4,182,4
09:42,2,10,6,420,8
09:50,32,42,29,599,24
10:28,3,37,4,786,24
10:34,58,10,4,839,24
10:39,31,26,4,233,8
10:44,54,5,5,337,24
10:51,56,10,4,378,8
10:56,32,9,5,786,24
11:03,62,4,4,465,24
11:08,56,41,4,351,24
11:14,30,34,4,877,24
11:19,37,39,6,748,24
11:27,69,7,18,900,8
11:51,5,21,5,3,24
11:58,14,24,20,301,8
12:24,25,35,4,90,24
12:30,44,7,5,484,8
12:36,67,41,44,469,8
13:35,18,7,4,572,24
13:40,38,31,4,848,24
13:46,2,23,4,24,24
13:51,44,39,4,404,24
13:56,57,23,3,228,8
14:00,53,45,5,643,24
14:07,8,50,20,716,8
14:34,60,16,5,781,24
14:40,1,47,13,287,24
14:58,49,19,5,197,24
15:04,16,36,6,704,8
15:12,40,20,17,707,4
15:35,1,14,4,77,24
15:40,14,31,5,388,24
15:47,15,29,5,696,24
15:54,35,47,16,780,24
16:15,24,12,16,432,24
16:36,55,24,25,743,8
17:10,43,29,4,564,24
17:15,31,50,4,557,24
17:20,36,19,12,275,24
17:36,9,43,6,513,24
17:44,36,26,6,752,24
17:52,11,45,4,738,24
17:58,50,10,6,476,24
18:06,15,26,6,558,24
18:14,68,34,5,26,24
18:20,43,44,19,535,24
18:46,15,31,14,757,24
19:04,35,47,6,877,24
19:12,18,5,6,637,24
19:20,54,2,18,562,24
19:44,50,27,5,510,24
19:51,53,5,5,51,24
19:58,69,25,6,563,24
20:06,22,7,2,505,24
20:08,33,32,21,585,24
20:36,6,39,6,393,24
20:44,28,40,6,874,24
20:52,47,31,4,856,24
20:58,10,41,6,30,24
21:06,25,3,4,456,24
21:11,30,34,11,278,24
21:26,15,18,10,229,24
21:39,52,9,4,133,24
21:44,46,27,17,808,24
22:07,19,6,6,718,24
22:15,64,5,6,58,24
22:23,55,12,5,642,24
22:30,11,46,5,258,24
22:36,61,23,9,63,24
22:48,44,29,4,86,6
22:54,41,15,5,161,6
23:00,41,27,5,685,6
23:07,53,29,28,685,6
