00:02,52,3,10,269,24
00:05,43,17,10,427,24
00:08,43,27,17,71,24
00:13,59,7,4,235,24
00:14,52,4,4,447,8
00:16,43,20,4,882,24
00:17,70,49,5,68,24
00:19,5,7,10,259,24
00:22,15,40,15,158,24
00:27,37,32,18,761,8
00:32,6,25,25,804,24
00:40,48,7,21,399,8
00:47,3,47,6,450,24
00:49,1,18,5,268,24
00:50,8,32,14,354,8
00:55,4,21,19,732,8
01:01,27,8,6,568,24
01:03,18,25,22,319,24
01:10,35,42,4,598,24
01:11,13,40,6,206,24
01:13,39,24,8,673,4
01:15,38,18,6,806,24
01:17,27,27,4,653,24
01:18,65,31,21,82,8
01:25,11,20,10,170,24
01:28,47,36,4,362,4
01:30,5,36,9,812,24
01:32,51,36,6,238,24
01:34,19,16,6,512,24
01:36,48,16,6,477,8
01:38,10,16,13,675,8
01:42,31,17,6,711,6
01:44,32,48,5,375,8
01:46,34,49,5,669,8
01:47,65,34,14,809,24
01:52,34,50,5,671,8
01:53,23,40,20,606,24
02:00,39,23,5,561,24
02:01,61,28,4,104,24
02:02,44,42,6,589,24
02:04,15,44,5,383,8
02:06,40,26,4,664,24
02:07,31,29,6,395,6
02:09,29,18,30,30,24
02:19,27,20,4,297,24
02:20,37,19,6,96,24
02:22,29,31,4,639,24
02:23,22,39,6,284,24
02:25,50,2,4,732,24
02:26,29,42,5,514,8
02:28,16,6,4,595,24
02:29,19,8,5,69,8
02:31,24,28,6,413,24
02:33,8,31,4,321,24
02:34,57,2,5,12,8
02:35,47,31,16,467,24
02:40,52,6,22,70,8
02:47,43,19,5,4,8
02:49,60,8,19,582,24
02:55,65,16,4,655,24
02:56,50,6,6,613,24
02:58,57,36,6,121,24
03:00,19,8,5,633,24
03:02,54,27,6,207,24
03:04,59,11,5,66,8
03:05,36,14,5,326,24
03:07,13,37,4,304,24
03:08,33,41,6,192,24
03:10,55,2,4,189,8
03:11,50,35,6,252,4
03:13,33,40,4,819,24
03:14,29,19,12,424,24
03:18,20,32,6,185,24
03:20,1,15,5,442,8
03:22,27,10,6,820,8
03:24,3,25,5,296,8
03:25,7,28,22,219,24
03:32,48,1,39,641,24
03:44,22,15,4,353,24
03:46,34,2,6,740,24
03:48,31,31,6,721,8
03:50,26,1,6,637,24
03:51,33,46,5,99,24
03:53,19,19,4,617,8
03:54,18,10,10,248,24
03:57,40,50,13,86,24
04:02,55,16,4,402,8
04:03,28,18,4,820,24
04:04,13,29,6,857,24
04:06,33,14,4,230,24
04:07,70,33,4,65,24
04:09,61,17,4,56,24
04:10,62,43,6,210,24
04:12,4,25,6,739,24
04:14,44,49,5,865,8
04:15,6,14,5,641,8
04:17,21,4,5,352,24
04:18,23,16,6,56,24
04:20,46,45,10,508,8
04:23,61,42,5,205,24
04:25,57,31,5,849,24
04:27,27,5,4,302,24
04:28,34,1,4,265,8
04:29,39,32,4,516,24
04:30,63,38,6,89,24
04:32,63,45,4,845,24
04:34,6,5,6,397,24
04:35,50,29,4,138,24
04:37,27,21,5,787,24
04:38,29,49,4,759,24
04:40,40,50,6,470,24
04:41,51,35,6,815,24
